ANCESTOR_CONCEPT_ID,ANCESTOR_CONCEPT_NAME,ANCESTOR_DOMAIN_ID,ANCESTOR_VOCABULARY_ID,ANCESTOR_CONCEPT_CLASS_ID,ANCESTOR_STANDARD_CONCEPT,ANCESTOR_CONCEPT_CODE,DESCENDANT_CONCEPTS_PRESENT,TOTAL_ROWS,DISTINCT_PERSONS,FIRST_DATE,LAST_DATE
37152024,Surgical procedure on skeletal system,Procedure,SNOMED,Procedure,S,1163360005,7,21,18,2010-09-17,2023-10-31
45767994,Tissue ablation system,Device,SNOMED,Physical Object,S,705731009,2,21,20,1991-03-20,2022-07-12
45768386,Aspiration needle,Device,SNOMED,Physical Object,S,706681000,4,21,17,2003-08-19,2018-06-19
4199137,Sling,Device,SNOMED,Physical Object,S,51883004,1,21,21,2004-04-04,2017-02-22
4209082,Gastric electrical stimulator,Device,SNOMED,Physical Object,S,440157007,1,21,21,2011-08-11,2024-06-28
2719421,"Cervical, semi-rigid, adjustable (plastic collar)",Device,HCPCS,HCPCS,S,L0140,1,21,20,2010-02-08,2023-03-10
2720444,"Injectable bulking agent, collagen implant, urinary tract, 2.5 ml syringe, includes shipping and necessary supplies",Device,HCPCS,HCPCS,S,L8603,1,21,18,2010-02-23,2011-07-22
4038662,Biopsy needle,Device,SNOMED,Physical Object,S,118377000,4,21,17,2003-08-19,2018-06-19
2720009,"Preparatory, below knee 'ptb' type socket, non-alignable system, pylon, no cover, sach foot, laminated socket, molded to model",Device,HCPCS,HCPCS,S,L5540,1,21,21,2011-06-14,2024-02-16
2720116,"Addition, endoskeletal knee-shin system, single axis, manual lock, ultra-light material",Device,HCPCS,HCPCS,S,L5811,1,21,20,2011-11-09,2023-11-09
2720152,"All lower extremity prostheses, energy storing foot (seattle carbon copy ii or equal)",Device,HCPCS,HCPCS,S,L5976,1,21,19,2011-08-29,2020-11-19
4233512,Colonoscope,Device,SNOMED,Physical Object,S,90412006,4,21,21,1996-01-20,2025-12-23
45767995,Cardiac ablation system,Device,SNOMED,Physical Object,S,705732002,1,20,19,1991-03-20,2022-07-12
45768316,Obstetrical/gynecological device,Device,SNOMED,Physical Object,S,706398009,5,20,20,1990-01-18,2025-10-10
4125195,Urogenital implant,Device,SNOMED,Physical Object,S,303497001,5,20,19,1971-10-17,2022-08-17
4149433,Orthopedic internal fixation system,Device,SNOMED,Physical Object,S,31031000,7,20,20,1955-06-15,2020-04-30
1552549,"Gradient compression garment, glove, padded, for nighttime use, each",Device,HCPCS,HCPCS,S,A6520,1,20,20,2024-09-23,2026-02-09
2720023,"Addition to lower extremity, test socket, symes",Device,HCPCS,HCPCS,S,L5618,1,20,15,2011-04-20,2025-06-04
2719733,"Addition to lower extremity orthosis, tibial length sock, fracture or equal, each",Device,HCPCS,HCPCS,S,L2840,1,20,20,2023-01-05,2024-11-13
1314557,"Knee orthosis (ko), double upright, thigh and calf, with adjustable flexion and extension joint (unicentric or polycentric), medial-lateral and rotation control, with or without varus/valgus adjustment, prefabricated, off-the-shelf",Device,HCPCS,HCPCS,S,L1852,1,20,20,2019-08-27,2022-11-21
4113459,Nephrostomy tube,Device,SNOMED,Physical Object,S,286628000,1,20,19,1986-08-08,2024-07-22
4182413,Cochlear prosthesis,Device,SNOMED,Physical Object,S,43252007,1,19,17,1974-05-08,2021-04-15
2720162,"Addition to lower limb prosthesis, vertical shock reducing pylon feature",Device,HCPCS,HCPCS,S,L5988,1,19,19,2011-11-21,2025-12-17
2719612,"Ankle orthosis, supramalleolar with straps, with or without interface/pads, custom fabricated",Device,HCPCS,HCPCS,S,L1907,1,19,18,2012-08-23,2025-11-04
2614743,"Implantable access total catheter, port/reservoir (e.g., venous, arterial, epidural, subarachnoid, peritoneal, etc.)",Device,HCPCS,HCPCS,S,A4301,1,19,19,2018-05-09,2024-07-11
2719800,"Metatarsal bar wedge, rocker",Device,HCPCS,HCPCS,S,L3400,1,19,16,2010-09-14,2021-11-16
1314292,"Positron emission tomography radiopharmaceutical, diagnostic, for tumor identification, not otherwise classified",Device,HCPCS,HCPCS,S,A9597,1,19,19,2022-08-19,2022-09-30
1552584,"Gradient compression wrap with adjustable straps, below knee, 30-50 mmhg, each",Device,HCPCS,HCPCS,S,A6583,1,19,17,2024-09-11,2025-11-21
2719629,"Knee ankle foot orthosis, double upright, free ankle, solid stirrup, thigh and calf bands/cuffs (double bar 'ak' orthosis), custom fabricated",Device,HCPCS,HCPCS,S,L2020,1,19,18,2011-05-05,2025-07-28
43533236,"Injectable bulking agent, dextranomer/hyaluronic acid copolymer implant, anal canal, 1 ml, includes shipping and necessary supplies",Device,HCPCS,HCPCS,S,L8605,1,18,14,2013-04-17,2023-02-17
2719455,"Tlso, flexible, provides trunk support, thoracic region, rigid posterior panel and soft anterior apron, extends from the sacrococcygeal junction and terminates just inferior to the scapular spine, restricts gross trunk motion in the sagittal plane, pro...",Device,HCPCS,HCPCS,S,L0456,1,18,18,2011-12-29,2024-05-16
45768345,Cardiovascular catheter,Device,SNOMED,Physical Object,S,706539002,4,18,18,2000-05-16,2021-03-10
45769813,Exercise equipment and/or device,Device,SNOMED,Physical Object,S,708542002,1,18,18,2011-03-19,2022-11-04
45772296,Stress test treadmill,Device,SNOMED,Physical Object,S,465368007,1,18,18,2011-03-19,2022-11-04
2720370,"Prosthetic donning sleeve, any material, each",Device,HCPCS,HCPCS,S,L7600,1,18,16,2013-07-08,2025-09-22
2721397,"Gradient pressure aid (glove), custom made, medium weight",Device,HCPCS,HCPCS,S,S8425,1,18,14,2016-03-09,2024-12-05
4004884,Treadmill,Device,SNOMED,Physical Object,S,1211003,1,18,18,2011-03-19,2022-11-04
4006794,Exerciser,Device,SNOMED,Physical Object,S,111045004,1,18,18,2011-03-19,2022-11-04
4023557,Filter,Device,SNOMED,Physical Object,S,116250002,3,18,18,1991-01-20,2016-09-06
2719958,"Repair of orthotic device, repair or replace minor parts",Device,HCPCS,HCPCS,S,L4210,1,18,18,2010-07-08,2024-06-27
2720242,"Upper extremity addition, suction socket",Device,HCPCS,HCPCS,S,L6686,1,18,10,2012-02-09,2025-09-22
2719817,"Orthopedic shoe addition, toe tap standard",Device,HCPCS,HCPCS,S,L3550,1,18,16,2014-01-09,2015-10-26
2719825,"Transfer of an orthosis from one shoe to another, solid stirrup, existing",Device,HCPCS,HCPCS,S,L3620,1,18,17,2011-07-19,2025-05-07
45768091,Cardiac catheter,Device,SNOMED,Physical Object,S,705923009,4,18,18,2000-05-16,2021-03-10
4260370,Pump,Device,SNOMED,Physical Object,S,44668000,8,17,14,1988-12-01,2022-12-04
37312071,Robotic radiation delivery system,Device,SNOMED,Physical Object,S,788732003,1,17,17,2009-07-09,2016-08-18
4125343,Ophthalmological device,Device,SNOMED,Physical Object,S,303634002,9,17,17,1982-12-22,2017-11-01
2721956,"Hearing aid, digital, monaural, ite",Device,HCPCS,HCPCS,S,V5256,1,17,16,2015-03-16,2025-01-31
1552557,"Gradient compression garment, bra, for nighttime use, each",Device,HCPCS,HCPCS,S,A6528,1,17,17,2025-03-06,2026-02-11
2720216,"Upper extremity addition, quick disconnect lamination collar with coupling piece, otto bock or equal",Device,HCPCS,HCPCS,S,L6629,1,17,14,2011-07-26,2025-04-14
2720254,"Addition to upper extremity prosthesis, below elbow/above elbow, lock mechanism, excludes socket insert",Device,HCPCS,HCPCS,S,L6698,1,17,13,2012-02-14,2023-02-03
2719648,"Ankle foot orthosis, fracture orthosis, tibial fracture orthosis, semi-rigid, prefabricated, includes fitting and adjustment",Device,HCPCS,HCPCS,S,L2114,1,17,17,2014-02-03,2015-01-26
1128151,"Addition to lower extremity, user adjustable, mechanical, residual limb volume management system",Device,HCPCS,HCPCS,S,L5783,1,17,15,2024-07-08,2025-10-03
4022339,"Pump, injector AND/OR aspirator",Device,SNOMED,Physical Object,S,105791000,8,17,14,1988-12-01,2022-12-04
40662459,"Addition to lower extremity joint, knee or ankle, concentric adjustable torsion style mechanism for custom fabricated orthotics only, each",Device,HCPCS,HCPCS,S,L2861,1,16,16,2015-07-29,2018-06-01
4149289,Sigmoidoscope,Device,SNOMED,Physical Object,S,310199004,2,16,16,1996-01-20,2025-12-23
4218005,Tympanic ventilation tube,Device,SNOMED,Physical Object,S,416735007,1,16,16,1982-01-01,2025-11-14
2720112,"Addition, exoskeletal system, below knee, ultra-light material (titanium, carbon fiber or equal)",Device,HCPCS,HCPCS,S,L5785,1,16,4,2012-01-03,2024-11-12
2614867,"Surgical dressing holder, reusable, each",Device,HCPCS,HCPCS,S,A4463,1,16,16,2011-03-29,2018-06-20
2720309,"Microprocessor control feature, addition to upper limb prosthetic terminal device",Device,HCPCS,HCPCS,S,L6882,1,16,14,2012-04-05,2025-04-14
2719470,"Tlso, triplanar control, two piece rigid plastic shell with interface liner, multiple straps and closures, posterior extends from sacrococcygeal junction and terminates just inferior to scapular spine, anterior extends from symphysis pubis to sternal n...",Device,HCPCS,HCPCS,S,L0486,1,16,16,2010-08-27,2025-10-31
2719776,"Orthopedic footwear, woman's shoe, oxford, used as an integral part of a brace (orthosis)",Device,HCPCS,HCPCS,S,L3224,1,16,15,2014-02-26,2025-09-18
2720175,"Below elbow, molded socket, flexible elbow hinge, triceps pad",Device,HCPCS,HCPCS,S,L6100,1,16,15,2011-07-08,2025-09-24
4266202,Amputation of limb,Procedure,SNOMED,Procedure,S,400053006,7,15,12,2011-05-03,2023-10-31
2719468,"Tlso, triplanar control, one piece rigid plastic shell with interface liner, multiple straps and closures, posterior extends from sacrococcygeal junction and terminates just inferior to scapular spine, anterior extends from symphysis pubis to sternal n...",Device,HCPCS,HCPCS,S,L0482,1,15,13,2011-03-03,2024-12-27
2720417,"Prosthetic sheath, below knee, each",Device,HCPCS,HCPCS,S,L8400,1,15,11,2011-04-13,2025-06-23
4010109,Operation on joint,Procedure,SNOMED,Procedure,S,112698002,7,15,12,2011-05-03,2023-10-31
4027004,Excision of joint,Procedure,SNOMED,Procedure,S,226083002,7,15,12,2011-05-03,2023-10-31
4027404,Musculoskeletal system excision,Procedure,SNOMED,Procedure,S,107737002,7,15,12,2011-05-03,2023-10-31
4035025,Disarticulation,Procedure,SNOMED,Procedure,S,15440009,7,15,12,2011-05-03,2023-10-31
2719976,"Below knee, molded socket, shin, sach foot",Device,HCPCS,HCPCS,S,L5100,1,15,6,2012-01-03,2025-03-17
2720110,"Addition to lower limb prosthesis, vacuum pump, residual limb volume management and moisture evacuation system",Device,HCPCS,HCPCS,S,L5781,1,15,15,2015-02-03,2025-12-17
2720181,"Above elbow, molded double wall socket, internal locking elbow, forearm",Device,HCPCS,HCPCS,S,L6250,1,15,14,2012-02-14,2025-09-22
2719513,"Addition to halo procedure, magnetic resonance image compatible systems, rings and pins, any material",Device,HCPCS,HCPCS,S,L0859,1,15,15,2010-07-25,2017-09-20
2719749,"Foot, arch support, non-removable attached to shoe, metatarsal, each",Device,HCPCS,HCPCS,S,L3080,1,15,15,2013-12-02,2015-09-24
1314556,"Knee orthosis (ko), single upright, thigh and calf, with adjustable flexion and extension joint (unicentric or polycentric), medial-lateral and rotation control, with or without varus/valgus adjustment, prefabricated, off-the-shelf",Device,HCPCS,HCPCS,S,L1851,1,15,15,2023-03-09,2025-09-24
2616480,"Crutches underarm, wood, adjustable or fixed, pair, with pads, tips and handgrips",Device,HCPCS,HCPCS,S,E0112,1,15,15,2010-01-04,2025-06-30
2616533,"Heel or elbow protector, each",Device,HCPCS,HCPCS,S,E0191,1,15,14,2015-09-09,2024-09-06
4125335,Ophthalmological implant,Device,SNOMED,Physical Object,S,303608005,7,15,15,1983-04-19,2017-11-01
4293032,Procedure on gastrointestinal tract,Procedure,SNOMED,Procedure,S,384719006,1,14,14,2013-11-03,2015-01-25
2615434,Nasogastric tubing with stylet,Device,HCPCS,HCPCS,S,B4081,1,14,14,2013-11-03,2015-01-25
45761635,Catheter injection port,Device,SNOMED,Physical Object,S,467859003,1,14,14,2015-09-14,2025-03-17
4118459,Vena cava implant,Device,SNOMED,Physical Object,S,303892002,1,14,14,1991-01-20,2016-09-06
4125310,Gastrointestinal tract tube procedure,Procedure,SNOMED,Procedure,S,235418009,1,14,14,2013-11-03,2015-01-25
4128872,Intubation of gastrointestinal tract,Procedure,SNOMED,Procedure,S,235419001,1,14,14,2013-11-03,2015-01-25
4140528,Intubation of stomach,Procedure,SNOMED,Procedure,S,33120003,1,14,14,2013-11-03,2015-01-25
4174809,Vascular filter,Device,SNOMED,Physical Object,S,48295009,1,14,14,1991-01-20,2016-09-06
4202832,Intubation,Procedure,SNOMED,Procedure,S,52765003,1,14,14,2013-11-03,2015-01-25
4227418,Insertion of nasogastric tube,Procedure,SNOMED,Procedure,S,87750000,1,14,14,2013-11-03,2015-01-25
4230374,Upper gastrointestinal procedure,Procedure,SNOMED,Procedure,S,359715005,1,14,14,2013-11-03,2015-01-25
2721860,"Contact lens, gas permeable, bifocal, per lens",Device,HCPCS,HCPCS,S,V2512,1,14,13,2010-03-11,2013-01-30
4040396,Procedure on abdomen,Procedure,SNOMED,Procedure,S,118698009,1,14,14,2013-11-03,2015-01-25
4040559,Procedure on digestive organ,Procedure,SNOMED,Procedure,S,118821005,1,14,14,2013-11-03,2015-01-25
4042680,Procedure on stomach,Procedure,SNOMED,Procedure,S,118830002,1,14,14,2013-11-03,2015-01-25
4043022,Procedure on trunk,Procedure,SNOMED,Procedure,S,118694006,1,14,14,2013-11-03,2015-01-25
4107129,Vena cava filter,Device,SNOMED,Physical Object,S,257409000,1,14,14,1991-01-20,2016-09-06
2720118,"Addition, endoskeletal knee-shin system, polycentric, hydraulic swing phase control, mechanical stance phase lock",Device,HCPCS,HCPCS,S,L5814,1,14,11,2011-10-04,2025-10-01
2720308,"Automatic grasp feature, addition to upper limb electric prosthetic terminal device",Device,HCPCS,HCPCS,S,L6881,1,14,14,2012-04-05,2024-05-09
2719697,"Addition to knee joint, lift loop for drop lock ring",Device,HCPCS,HCPCS,S,L2492,1,14,12,2011-10-20,2024-12-12
2719740,"Foot, insert, removable, molded to patient model, silicone gel, each",Device,HCPCS,HCPCS,S,L3003,1,14,14,2009-12-28,2015-05-04
4040400,Procedure on organ,Procedure,SNOMED,Procedure,S,118717007,1,14,14,2013-11-03,2015-01-25
2614939,Tracheostomy care kit for established tracheostomy,Device,HCPCS,HCPCS,S,A4629,1,14,13,2013-12-06,2022-12-20
37154223,Insertion of tube,Procedure,SNOMED,Procedure,S,1263464003,1,14,14,2013-11-03,2015-01-25
4279903,Excision,Procedure,SNOMED,Procedure,S,65801008,5,13,10,2011-05-03,2023-10-31
37165403,Drug-eluting arterial stent,Device,SNOMED,Physical Object,S,1254765005,2,13,10,2006-08-27,2025-02-03
45767940,Drug-eluting vascular stent,Device,SNOMED,Physical Object,S,705635006,2,13,10,2006-08-27,2025-02-03
45767942,Peripheral artery stent,Device,SNOMED,Physical Object,S,705638008,6,13,13,2006-09-30,2025-11-06
4127131,Male genital implant,Device,SNOMED,Physical Object,S,304076002,3,13,13,1971-10-17,2022-08-17
2719452,"Tlso, flexible, provides trunk support, upper thoracic region, produces intracavitary pressure to reduce load on the intervertebral disks with rigid stays or panel(s), includes shoulder straps and closures, prefabricated, off-the-shelf",Device,HCPCS,HCPCS,S,L0450,1,13,12,2010-11-17,2020-03-11
4217482,Amputation,Procedure,SNOMED,Procedure,S,81723002,5,13,10,2011-05-03,2023-10-31
2720063,"Addition to lower extremity, below knee, molded distal cushion",Device,HCPCS,HCPCS,S,L5668,1,13,12,2011-07-08,2025-02-17
2719682,"Addition to lower extremity, prosthetic type, (bk) socket, molded to patient model, (used for 'ptb' 'afo' orthoses)",Device,HCPCS,HCPCS,S,L2350,1,13,12,2011-03-04,2018-11-21
2719737,"Foot, insert, removable, molded to patient model, 'ucb' type, berkeley shell, each",Device,HCPCS,HCPCS,S,L3000,1,13,13,2011-07-12,2024-03-18
4146948,Flexible sigmoidoscope,Device,SNOMED,Physical Object,S,309822004,1,13,13,1996-01-20,2025-12-23
4271020,Amputation of upper limb,Procedure,SNOMED,Procedure,S,400136002,6,12,9,2011-05-03,2023-10-31
2616764,"Traction equipment, overdoor, cervical",Device,HCPCS,HCPCS,S,E0860,1,12,12,2010-01-27,2021-12-03
45772824,Drug-eluting coronary artery stent,Device,SNOMED,Physical Object,S,705637003,1,12,9,2006-08-27,2025-02-03
4118610,Rod fixation system,Device,SNOMED,Physical Object,S,303947005,3,12,12,1955-06-15,2020-04-30
4223318,Mesh,Device,SNOMED,Physical Object,S,404213007,5,12,12,2003-08-18,2024-09-17
4232661,Automatic cardiac defibrillator,Device,SNOMED,Physical Object,S,360056009,3,12,12,2008-09-21,2020-05-01
4029359,Excision of upper extremity structure,Procedure,SNOMED,Procedure,S,128994009,6,12,9,2011-05-03,2023-10-31
4044510,Core biopsy needle,Device,SNOMED,Physical Object,S,129248005,1,12,11,2004-09-01,2017-03-04
2719942,"Replacement strap, any orthosis, includes all components, any length, any type",Device,HCPCS,HCPCS,S,L4002,1,12,12,2010-10-08,2019-08-29
2720235,"Upper extremity addition, harness, chest or shoulder, saddle type",Device,HCPCS,HCPCS,S,L6672,1,12,10,2011-05-03,2025-01-17
2720331,"Electric hand, switch or myoelectric controlled, adult",Device,HCPCS,HCPCS,S,L7007,1,12,11,2012-04-05,2024-05-09
2720358,"Lithium ion battery, rechargeable, replacement",Device,HCPCS,HCPCS,S,L7367,1,12,10,2012-04-18,2025-08-20
2719777,"Orthopedic footwear, man's shoe, oxford, used as an integral part of a brace (orthosis)",Device,HCPCS,HCPCS,S,L3225,1,12,12,2011-12-28,2025-11-20
953299,"Instillation, hexaminolevulinate hydrochloride, 100 mg",Device,HCPCS,HCPCS,S,A9589,1,12,8,2021-04-02,2025-05-22
2719600,"Knee orthosis, swedish type, prefabricated, off-the-shelf",Device,HCPCS,HCPCS,S,L1850,1,12,12,2010-05-10,2026-01-28
1552574,"Gradient compression garment, torso and shoulder, each",Device,HCPCS,HCPCS,S,A6568,1,12,11,2024-10-01,2025-11-05
1552592,"Gradient compression bandaging supply, bandage liner, lower extremity, any size or length, each",Device,HCPCS,HCPCS,S,A6594,1,12,12,2024-09-11,2025-11-21
2615106,"Contact layer, sterile, 16 sq. in. or less, each dressing",Device,HCPCS,HCPCS,S,A6206,1,12,12,2012-12-19,2024-05-28
2615296,"Helmet, protective, hard, prefabricated, includes all components and accessories",Device,HCPCS,HCPCS,S,A8001,1,12,12,2013-06-05,2025-12-05
45763322,Gastric band,Device,SNOMED,Physical Object,S,470413006,1,12,12,2000-01-01,2023-07-10
4313302,Laparoscope,Device,SNOMED,Physical Object,S,86174004,1,11,11,1982-01-01,2018-01-01
4175391,Dental equipment and devices,Device,SNOMED,Physical Object,S,277986000,6,11,11,2007-02-17,2025-06-08
4205127,Penile prosthesis,Device,SNOMED,Physical Object,S,53996008,2,11,11,1985-01-03,2022-08-17
2614727,"Permanent, long term, non-dissolvable lacrimal duct implant, each",Device,HCPCS,HCPCS,S,A4263,1,11,10,2010-01-25,2012-08-08
2719493,"Lumbar orthosis, sagittal control, with rigid posterior panel(s), posterior extends from l-1 to below l-5 vertebra, produces intracavitary pressure to reduce load on the intervertebral discs, includes straps, closures, may include padding, stays, shoul...",Device,HCPCS,HCPCS,S,L0626,1,11,11,2011-07-22,2022-04-21
